Ulasan,Label
"Buat telpon tdk ada suaranya, dan untuk musik suaranya kecil bgt",0
Suara nya rada pecah...,0
Produk rusak sama sekali,0
Charger Tidak berfungsi,0
Pengemasan enggak bagus kardusnya penyet semua,0
"Barang diterima namun tidak berfungsi, dicharge pun tidak bisa",0
🔧........................,0
"Dear Handphone Tiam, Ah awalnya Saya udah senang dan excited banget karena response cepat banget walaupun pengiriman agak lama, tapi packaging juga rapi banget dan pake bubble wrap, tapi Pas dicoba produk samasekali gak Nyala, Gue teken sampe berjam2 Gak Nyala juga, Gue charge Gak Nyala juga, awalnya Gue Masih Gak mau suudzon tapi ini cuma jadi sampah karena produk Gak bisa dipakai, Boro2 dipakai Wong hidup juga kagak. Lain Kali tolong make sure barangnya works ya , it&#39;s okay untungnya harga gak seberapa coba kalau sampe ratusan ribu dan buat pembeli kecewa ?. Asli Gue kecewa banget pas udah buka paket yg packagingnya super oke ini.",0
barang tidak sampai sma sekali,0
Minta kirim hitam malah kirim putih padahal udah di ksih keterangan klo kosong di cancel....,0
"Barang bagus, suara jernih. 
baru di pakai sekali, langsung mati total..
gimana ini..",0
"Pesen 2 pcs yang satunya mati total, udah masuk pusat resolusi gaada solusi yang ada pembeli minta retur tapi ongkir PP ditanggung pembeli !

HAHA LUCU ! gausah jadi seller !!!",0
"barang rusak , tidak mau connect ke hp.. bisa return ga",0
"Charger untuk headset warna putih terdapat benda asing yg menghalangi lubang, mengakibatkan carger tidak masuk kedalam input charger headset.",0
"Barangnya bagus, smg awet dehh ni barang",0
"Sorry,.. ga bisa terpakai.. nyala sekali,..dicharge.. 1 pe 2 jam,.. langsung ga bisa nyala",0
Harusnya deskripsi warna dihapus jika pengiriman sesuai stock,0
"Headset nya mati belum juga di pakai.
Respon nya lama. Yang di pesen warna hitam tapi yang datang warna putih.",0
Headset nya ga nyala😭😭😭,0
Suara maksimal masih terlalu kecil. Sudah dicharge lama tapi maksimal 40%. Baterai tidak tahan lama,0
"Barang rusak tidak bisa nyala, minta retur barang malah ongkir returnya ditanggung pembeli. Kalo mau jualan jangan mau cari untung aja tapi perhatiin juga konsumen",0
penjualnya kurang peka terhadap komplainan dari CS sehingga mengecewakan pelanggan,0
"Pengiriman lama... Tidak fast respond, promo gratis ongkir tidak berlaku...",0
"Headset tidak bisa conek satu,beli 2 yg satu ngga kepake",0
Tidak sesuai masa ada merk Samsung nya kan di dekskripsi katanya kosong terus warna tidak sesuai,0
"Kabel charger nggak bisa, gimana gan?",0
"suara ngga jernih ,,aga ngerebek",0
Barangnya udah connect tapi ga keluar suara,0
harga gak pernah bohong..baru pakai 1 hari..mati gak bisa dipakai,0
Kemasan belum baik.. Saat sampai kardus pada earphone sudah peot dan terbuka.. Request warna dari cream jadi hitam.,0
"Packing rapi, ditrima kondisi bagus, di charge ga ada indikator nyala, ditunggu beberapa hari ga ada tanda2 fungsi, entah dimana salahnya, ikhlasin aja, semoga penjual kasih feedback positive, bikin trauma beli barang elektronik online",0
Warna beda sama yg dipesan,0
"paraahhhhhhh.... minta hitam datang biru... gimana sih-_- kalo ga ada cancel ajaa.... niat jualan ga sih... fakk...
kalo ada bintang 0 gw kasi bintang -5 sekaliannn....pffftttttttt
jualan tu yg jujurr biar berkaah !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! pfffttttt",0
baterai cepat habis ....... packing juga kurang rapi,0
Minta hitam dikasi putih...........,0
"Kualitas barang sangat buruk, not recomended",0
paket sudah sanpai. tapi hancur..,0
"Barang tidak berfungsi,,,,,,,,,,,,",0
"Baterai cepat habis (hanya bisa digunakan maksimal 1 jam), koneksi sering terputus sendiri.",0
"baru diterima sesuai foto, lalu dicharge, pas balik2 baterai sdh menggelembung dan sdh rusak total, terima kasih",0
saya sudh minta cancel malah di kirim!!! barangnya jg tak bisa nyala sudah di cas!!!,0
barang yang diterima kurang terjamin,0
"parahhhhhhh pengirimannnn lamaaaaa satu minggu lewat baru dikirim tanpa ada konfirmasi ketersediaan barang, sangat sangat kecewa dan kapokkkk pasahal masih satu kecamatan hadehhhhh",0
BARANG Kondisi Tidak bisa Menyala Buku manual Tidak ADA Terima kAsih untuk headshet Secondnya BarangSampah,0
"maaf, pengiriman ke 2 sangat buruk. 6mati total, 4 barang cacad. warna hitam hanya 1 pula. ganti aja deskripsi bos, warna random.",0
baru 1 hari pake udah ga nyala,0
"parah nih gan udah 1 rusak,,Kotak yang diberikan tidak memuaskan , sudah rusak dan hancur lalu dipaksakan untuk menutup dengan solatip",0
barang nya bagus cuman saya baru saja membeli minggu lalu tapi sekarang sudah rusak dan tidak terpakai,0
"yg satu ga bisa nyala , yg satu putus2 suaranya",0
bluetooth nya tak terdeteksi susah kali,0
susah nya gak jelas....dan yg 1 lg gak bisa ketemu bluetooth nya...,0
"packing oke, respon cepat tapi buyer bilang headset retak jd ga kepake",0
Thanks..........................................,0
"Pelayanan buruk,........",0
"Sangat kecewa, saya udah tanya&#34; readynya barang dari malam tgl 2, dan saya order subuh 04.55 tangl 3. bukannya dikirim pagi atau sore ditgl 3. malah di undur terus pengiriman dan selalu beralasan, saya BEBERAPA KALI MINTA CANCEL DAN SERIBU ALASAN JUGA.
saya kaya gini karena butuh cepan converter hdmi nya. dan 3 BARANG LAINNYA. terpaksa saya order ditoko kota saya. jd yg paket ini ngak kepake. percuma, karena presentasi saya senin td pagi.
saya order ditoko ini karena hitungan saya sabtu minggu sudah sampe jika dikirim tgl 3 sore. karena jnt minggu tetap buka.
DAN TAUnya DIKIRIM TGL 5 siang, dan baru sampe sekarang, buang buang uang. dan disruh cancel otomatis dan dicancel pun alasannya bayak.",0
Barang tdk sesuai dan terkesan menipu dan semoga tdk bisa lama di Tokopedia,0
Barang yang di jual ga sesuai bener2 penipuan....,0
"Tidak sesuai foto barangnya,kecewa..............",0
"barangnya kosong, lain kali konfirmasikan dl dgn pembeli jgn lsg di refund",0
barang cacat..beli 2 semua spekernya mati sebelah..,0
Kemasan penyok penyok kualitas suara lumayan tp barang copot2,0
produk rusak dan tidak berfungsi,0
Yg dikirim mic-audio. Not recommended,0
"fast response, packaging bagus, sayang mungkin saya tidak beruntung dapat mata girdernya yang kurang bagus, baru 2 kali giling langsung ngeloss, plastik bagian girdernya tidak kuat/ aus",0
"invoice ONGKIR gampade 9pcs 2,25kg,, tapi aktual timbangan ternyata hanya 0,8kg (8ons) / dibulatkan hanya 1kg.. 😭😭
Mohon d Cek Beratnya dulu sebelum Deal  Transaksi sama pembeli.. biar  pembeli tidak membuang duit sia*. 😭😭",0
"Left left, so far suara enakeun tp telinga bukan kiri dua duanya 😂😂",0
Nga tau yach nga bisa dipake cuman mau balikin males,0
"Gan, barangnya sudah sampai. Tpi, card readernya gak bisa di pke.",0
Udah di coba berbagai merek hp Kadang berpungsi kadang enggak.,0
"Gak compatible sama samsung j7 prime dan samsung a5. Dua hp saya coba tidak bisa gan, harusnya ditulis gan ini compatible sama hp apa aja. RUGI dong saya beli dua gak bisa dipakai.",0
BARANG TIDAK ADA...............................,0
Hancur barang ini saat sy terima,0
"Sangat kecewa, saya udah tanya&#34; readynya barang dari malam tgl 2, dan saya order subuh 04.55 tangl 3. bukannya dikirim pagi atau sore ditgl 3. malah di undur terus pengiriman dan selalu beralasan, saya BEBERAPA KALI MINTA CANCEL DAN SERIBU ALASAN JUGA.
saya kaya gini karena butuh cepan converter hdmi nya. dan 3 BARANG LAINNYA. terpaksa saya order ditoko kota saya. jd yg paket ini ngak kepake. percuma, karena presentasi saya senin td pagi.
saya order ditoko ini karena hitungan saya sabtu minggu sudah sampe jika dikirim tgl 3 sore. karena jnt minggu tetap buka.
DAN TAUnya DIKIRIM TGL 5 siang, dan baru sampe sekarang, buang buang uang. dan disruh cancel otomatis dan dicancel pun alasannya bayak.",0
timbangan tidak sesuai... beda sampai  8 kg pas yimbng ulang,0
Layanan paling jelek sejak berinteraksi dng Tokopedia,0
"Brg sdh diterima, yg satu holdernya potong..",0
Pesan nya Hitam datang nya Ungu...,0
Mainan anak2.. jgn beli barang ini,0
"ga guna, material jelek, ga bisa dipake krn ga muat di hidung, tajam di kuping...",0
"Barang tidak dapat dipergunakan seperti yg di promosikan.
Barang sampah",0
Kualitas buruk. Ada harga Ada kualitas,0
Stock kosong. Tidak bisa beri ulasan,0
Jelek kurang teliti baca deskripsi,0
Kondisi diterima patah,0
"Belum dipakai pisaunya udah patah,",0
"GAGAL, tidak bisa untuk potong bawang merah",0
Earphone yg satunya ga bunyi,0
"Tidak dapat berfungsi alatnya, tetapi dimaklumi dgn harga segini",0
"Barang tidak sesuai dengan yg di foto, batang tidak berfungsi",0
"Barang kosong malah tidak konfirmasi sebelum mengirim

:(
Malah yg kirim uang pembayaran di kembalikan ..
Ahhh.",0
Gak sensitif sama sekali,0
Tidak bisa di pakai gan barangnya,0
"barang dummy, fake.. tidak bisa dipakai sama sekali",0
Pengiriman Lambat Pisan,0
"Barang sangat TIDAK SESUAI dengan deskripsi, penjual jg ga jelas lambat bgt pengiriman sm respon nya

Saran saya klo ga niat jualan barang ini mending jualan yg lain aja

Intinya saya kecewa berat, jgn beli barang ini",0
Barang tidak sesuai deskripsi dan tidak bisa digunakan,0
"barang ga bs dipake, bukan krn rusak ato apa tp krn produk yg sampe bener2 ga sesuai sm yg dijual, kek dummy doang ga ada mekanisme tombolnya",0
Barang tidak sesuai deskripsi,0
Dus penyok pengiriman lama ketika saya chat mau order si penjual past respon tapi ketika saya sudah membayar chatpun tak pernah di bls.kapok beli di sini  pembayaran dari tgl 24 baru di kirim tgl 28.biarlah bintang yg berbicara.,0
"Masuk tp tidak mengisi.. alias tampilannya aja yg mengisi, batrei ttp ga nambah..",0
"Barang tidak berfungsi seperti semestinya. Tidak bisa digunakan seluruh port-nya. Hanya berfungsi dua, selebihnya tak bisa berfungsi.",0
Gimana mau kasih ulasan barangnya diganti uang dan tdk konfirmasi lagi,0
"Barangnya tidak ada/habis,tidak ada pemberitahuan sebelumnya.",0
"Katanya penguin tikus tp ko malah tikungan mondar mandir dekat alat pengusir, ini sama aja dgn beli sesuatu yg tak ada Guyana2.",0
Barang sampai dan begitu di tes gak ada ngaruh. Mana lampu keduanya hidup dan tombol on off gak ada fungsinya. Lebih baik gak usah di jual,0
"Barang tidak sesuai gambar , ukuran sangat kecil",0
"Murah barangnya, di pake langsung robek #adahargaadakualitas, plus penjualnya agak lama dikirimnya ke pihak jasapengirimannya 🥴",0
XL tapi kecil banget gak sesuai,0
Barang tidak sesuai harapan,0
Kemasan jelek brg dicoba lsg copit benang2nya,0
Thanks..........................................,0
Dusnya hancur gan. Packingnya terlalu dipaksakan,0
Kabel nya gak bisa ngecash. Buang2 duit,0
Paket sdh diterima tp Barangnya pada lecet,0
Barang kosong...................,0
Rada keras lapnya... Tapi boleh lah,0
"barang yg ini kosong gak ada konfirmasi,barang yg lain lama d kirimnya",0
Next time...Ubah status-nya menjadi kosong donk gan...,0
Cukup kecewa karena headtset yang sebelah kiri mati tapi suaranya cukup bagua,0
Dikembalikan uang tanpa info barang kosong :(,0
Respons penjual baik. Barang yg dikirim tidak sesuai spek yg ditawarkan. Agak kecewa.,0
Batre hanya bertahan 20 mnit drop langsung pd saat menyetel mp3,0
Barang rusak...saya sudah memberikan bukti foto n video...tp prosesnya lama...jadi saya memilih membatalkan komplenan...dgn hasil uang tidak kembali...dan barang tidak saya kembalikan...,0
Kabel gak mau fast charging,0
Barang tidak ada tapi tertulis di stock ada....,0
Tidak bisa nempel di dasboard,0
Barang nya baru di pakai 10 menit udah low bat padahal di cas 1 malam,0
Tidak bisa dipakai gan.sebelumnya baterai habis.setelah di charge TDK bisa konek bluetooth nya.dan akhirnya TDK bisa dipakai...,0
Beli 3. Cuma 1 yang bisa dipakai,0
Tampilan dan yg di kirim berbeda,0
"pesen 6pc, yg retak 1 retak tp nyalah &amp; yg atu lg lampu nya ky mau putus gitu, tp yg lain nya oke gk da mslh, tlg dicek lg sblm anda kirim brg2 nya &amp; usahakan tdk da yg cacat...",0
Ternyata barang kosong.... seharusnya konfirmasi dulu mas kalau kosong biar bisa di tukar sama yang lain,0
Barang tidak sesuai dgn gambar dan order,0
walaupun brng sesuai untk pengiriman lama dan respon y,0
Mohon diperbaiki pelayanannya.. HARGAI PEMBELI.. Jangan asal kirim pesanan kl barang gak ada  atau gak sesuai pesanan.. Nanya dulu sharusnya..masih mau gak,0
"barang tdk sesuai, klo gk ada jngn bilang ready toko online bnyk yg jjr, hadeeeeeh",0
"Barang tidak dikirim, tidak ada pemberitahuan kalau barng kosong",0
Tombol hapus tidak berfungsi its freaking bad,0
"Beli ini 2, tombol penghapusnya ndk bisa fungsi semua, mau komplain harus ada vidio, posisi keluar kota hanya dapat informasi barang ndk berfungsi semua",0
Tombol hapus tidak berfungsi,0
"Warna sesuai pesanan, cuma tulisan ato gambar tidak jelas kurang terang...bentuk dan lcd tidak sesuai dengan tampilan gambar di tokopedia...padahal awalnya saya bilang cancel...tapi tetep dijalanin...ya so so lah dengan harga segitu 😂",0
Tombol hapus tidak berfungsi...,0
"Orderan pertama 1pcs rongsok, nyesel banget irder ditoko ini. Harusnya nunggu orderan oertama dateng dulu baru order lagi. Dan bener aja orderan kedua juga dapet barang rongsok. Klo masalah pengiriman lama masih bisa di toleransi lah. Ini barang tongsok di jual. Tolong dong diperbaiki kualias jualannya. Percuma dong beli klo ngak bisa dipake. 
Uangnya emang ngak seberapa tapi tolong dong kepercayaan pembeli dijaga!!!!!
Agar berfaedah buat yg beli berkah juga buat yg jual.
Terus packingan juga jgn cuma bubble wrap, percuma domg ada biaya asuransi klo packingan ngak dijaga.",0
Barang yg dikirim di pesanan berikutnya beda dgn yg pertama tanpa tombol on off dan bermasalah tidak bisa di bersihkan coretannya.,0
Barang baru dipakai beberapa hari tidak bisa di clear bekas coretannya.,0
"Pesanan di prosesnya lama padahal langsung konfirmasi warna minta warna hitam setelah checkout tp ngotot di tolak penjual tetep kirim random, dan ternyata barang yg dikirimkan barang rusak tidak bisa reset display setelah di corat coret pantes ngotot kirim random. Pesan senin gak di proses2 dan br sampai hari jumat dan cuma jd rongsokan. NOT RECOMMENDED SELLER",0
Dah ditulis tp ndk bisa dihapus😭😭😭😭,0
Barangnya kosooooong...,0
SAMPAH! Anggap aja sedekah deh... Ini produk sampah. Langsung gak bisa dipake begitu dibuka... Stay away!,0
Minta kuning di kasih gold.  Tak ada omongan pula,0
"Gak ad barang!!
Mohon diperbaiki pelayanannya.. HARGAI PEMBELI.. Jangan asal kirim pesanan kl barang gak ada  atau gak sesuai pesanan.. Nanya dulu sharusnya..masih mau gak",0
Salah ukuran............ Kurang diperhatikan bagi penjual,0
"Barang tidak fungsi, setiap pengiriman mohon dicek kembali....",0
"Sangat kecewa, saya udah tanya&amp;#34; readynya barang dari malam tgl 2, dan saya order subuh 04.55 tangl 3. bukannya dikirim pagi atau sore ditgl 3. malah di undur terus pengiriman dan selalu beralasan, saya BEBERAPA KALI MINTA CANCEL DAN SERIBU ALASAN JUGA.
saya kaya gini karena butuh cepan converter hdmi nya. dan 3 BARANG LAINNYA. terpaksa saya order ditoko kota saya. jd yg paket ini ngak kepake. percuma, karena presentasi saya senin td pagi.
saya order ditoko ini karena hitungan saya sabtu minggu sudah sampe jika dikirim tgl 3 sore. karena jnt minggu tetap buka.
DAN TAUnya DIKIRIM TGL 5 siang, dan baru sampe sekarang, buang buang uang. dan disruh cancel otomatis dan dicancel pun alasannya bayak.",0
"Barang sesuai dengan gambar.
Kualitas suara kurang baik. Selalu berdengung kecuali saat mic di off. Saran tolong pilihan jasa kurir ditambah. Jangan j&amp;at saja. Soalnya kemarin saya ambil sendiri di gudang",0
Tdk ada logo jbl nya huuuffffg,0
Pesen 4 barang yg nyampe 2.. Walopun di refund cash.. Tp harusnya ad konfirmasi dulu...,0
Sory ya gan gw kecewa 🙏,0
"barang tidak dikirim, tp cukup tanggungjawab lah. karna di kembalikan uang cash di selipkan kiriman yg lain",0
Barang tidak fungsi di charger malah panas,0
Maaf tidak sesuai deskripsi. Harusnya konfirmasi dulu sebelum kirim jika beda dengan deskripsi. Keterangan doff yg datang bening botolnya. Trims,0
Pesanan tidak sesuai deskripsi. Pesan Ni-CD dikirim Ni-MH,0
Tidak sesuai di gambar ya..tp harga segitu..ya sudah lah ya.  ....,0
cukup baik sesuai harga,0
jangan beli disini barangnya gak bagus,0
"Barang tidak berfungsi baik , face id jadi tidak jalan ,  face id menyatu dengan flexible connector speaker",0
"Tetap blackscreen LCD nya gan,terimakasih atas pengalaman serta tambahan ilmunya gan,mau diretur tetap ga bisa posisi lcd sudah terpasang diframe nya,tested blackscreen,tp saya biarkan sampai lampu layar padam(posisi standby.trus kami tekan tombol power bisa masuk home/menu terlihat jelas/normal,setelah kami pasang di frame dgn sangat hati2 jd blackscreen sampai seterusnya,diretur jelas ga bisa,segel sudah rusak",0
"salah kasih barang, hati2 untuk toko ini",0
Touch screen tidak berfungi,0
"Bukan original apple melainkan original spare part, mohon lain kali tidak terulang hal seperti ini",0
Kualitas parah.. kirimin pertama blank.. returan kedap kedip bergaris..,0
Baru dipakai 2 hari udah gk bisa nyala lcdnya,0
TS nya ga fungsi ........,0
"Seller ketik dilapaknya Advan S5E Full View 4G, padahal buat S5E Pro 4G, kayaknya judul lapak udah diganti. pas dichat jawabnya datar, katanya tak ada retur kalo salah tipe, padahal sellernya yg salah ketik., tak ada solusi, akhirnya, ya begono ...",0
Barang cepat sampe cuma nga berfungsi atau nga bisa pake gan . Bukan ori juga,0
"barang sudah sy trima, cuma frame nya tidak sesuai pesanan, di chat buat solusi cuma di baca saja, sungguh kecewa.",0
lubang tdk presisi dan miring.,0
"memuaskan. I love Tokopedi
a.suksma Tokopedia.",0
longgar .............................................,0
maf gan.anti gores ny.kok ada gelembung gt saat d pakai.jd jelek kelihatan hpny.,0
"Keterangan isi 10,,ternyata 1 biji,, biji lo tuh muahal baut segitu 5rb",0
Sesuai dengan pesanan tapi packing kurang rapi,0
"barang ok, tp pelayanan kurang",0
"Produk tidak dikirim, uangnya diambil penjual",0
"Bukan barang baru, ic mati",0
Fast respon cuma barang tdk sesuai foto ok makasi ya,0
"Dengan tidak mengurangi rasa hormat terhadap penjual. Tapi kelima IC ini palsu. Tidak bisa berfungsi mengantikan IC yg asli. Sekali mohon maaf saya tahu ini bukan salah penjual, pemalsuan semikonduktor sering terjadi belakangan ini yg berasal dari pabrikan.",0
hanya ini yg sampai.....,0
Barang tidak lengkap .tidak sesuwai jawaban diskusi....,0
"Photo transistor tidak sesuai dengan produk yg dikirim. Yang dikirim transistor palsu, tulisan di transistor hanya sablonan. Begitu transistor di pasang langsung jebol",0
Barangnya sampai tidak sesuai pesanan,0
"alhamduliah, barang sudah diterima.
tapi kang, kabel usb nyakok warna grey ? padahal saya pesan putih.
setelah saya  test  barangnya, alhamdulialh lancar.
trims ya kang.",0
"kayaknya enggak ori, pengisian lambat tidak seperti orinya",0
"Terima kasih yaaa, order apa yg dikirim apa. Padahal sdh diskusi produk ready dan notes di invoice lengkap. :)",0
Pelayanan kurang memuaskan.slow respon sangat,0
Merk campur beda2.. kualitas sesuai harga,0
produknya ukurannya melebar. gak sesuai gambar. tolong ditingkatkan lagi kualitas barang gan.,0
"Tidak sesuai pesanan,pesan size M dateng size XL",0
Kesesuaian dengan deskripsi kurang gk pake busa hanya pake kawat.,0
"Barang sudah diterima dan tidak sesuai dgn ukurannya, ukuran XL anak2",0
"tidak sesuai dengan deskripsi

Kecewa sama online shop ini...

Awalnya saya kira ya kalau bodypack mah aman... Bagus jadi mau coba... Jadi setelah dikirim saya lihatnya belakangan... Pas di lihat eh ternyata...

Detail ukuran tidak jelas &amp; meleset dr angkanya... 

Yang paling menonjol di sletingnya yg tidak sesuai... Ingin retur kalau bisa...

Saya meragukan ini toko official store dari bodypack...",0
Official store tp buruk. Saya kecewa,0
"Yang di pesan dan Beda yang dikirim,",0
Ga sesuai kaya barang loakan,0
"Gak sesuai gambar, bahannya mirip jaket 50rbuan",0
harga 200rb&#39;an . kualitas 70 rb&#39;an . maap sedikit kecewa,0
Sssobek...........,0
Barang sudah 2 minggu sy kirim Sis.tolong dikirim kembali krn sepatu yg dikomplen mau dihadiahkan ke saudara..sy tunggu kirimannya dr bata official,0
"Bagus sich tapi sayang banget blm di pakai udah sobek dikit2 dipinggirnya,,kalau mau kirim dicek dulu ya...",0
sangat kecewa. produk yang dikirim tidak seperti di gambar. yang dikirim malah warna putih. benar benar kecewa,0
Sangat buruk sekali...saya uda bayar sy komplen uda saya kirim barangnya  tapi barang tidak dikirim kembali kesaya..sangat buruk pelayanannya dan sangat menyesal sama percaya bgitu saja.katanya mau kirim tetapi sy ud mnunggu cukup lama tidak dikirim..sangat sangat kecewa  telah membeli,0
"Proses barang lama, padahal lagi butuh :(",0
"trimakasih 1hr lgsug sampe,maf bru konfr",0
"stock lama
sudah bnyk terkelupas",0
"Kegedean banget no 36 kyk no 37, gk kepake akhirnya.",0
"Kecewa berat !!!
1. Respon penjual sangat lama, kurang dari 1 jam sebelum auto cancel, resi baru diinput
2. Diminta penggantian Size via chat, dijawab &#34;Iya&#34; tapi ternyata tidak diganti.
3. Mengganti kurir tanpa pemberitahuan terlebih dahulu, akibatnya saya kena charge lebih dan satu barang tidak jadi dikirim untuk mengganti kelebihan ongkos kirim.
4. Salah penulisan alamat, sehingga paket misroute sampai 2 kali.
5. Ketika diminta menghubungi kurir untuk merevisi alamat, hanya dijawab &#34;kami cek dulu&#34; lalu menghilang !!! 
Saya akan ubah feedback ini jika ada tanggung jawab anda untuk menyelesaikan masalah ini !!!",0
"Kecewa berat !!!
1. Respon penjual sangat lama, kurang dari 1 jam sebelum auto cancel, resi baru diinput
2. Diminta penggantian Size via chat, dijawab &#34;Iya&#34; tapi ternyata tidak diganti.
3. Mengganti kurir tanpa pemberitahuan terlebih dahulu, akibatnya saya kena charge lebih dan satu barang tidak jadi dikirim untuk mengganti kelebihan ongkos kirim.
4. Salah penulisan alamat, sehingga paket misroute sampai 2 kali.
5. Ketika diminta menghubungi kurir untuk merevisi alamat, hanya dijawab &#34;kami cek dulu&#34; lalu menghilang !!! 
Saya akan ubah feedback ini jika ada tanggung jawab anda untuk menyelesaikan masalah ini !!!",0
Produk out of stock dipakai nomor resi produk pengiriman sebelumnya. Saya sampai curiga sama tetangga dan kurir JNE. Memang sudah dikasih barang pengganti tapi tetap saja ketidak telitian kalian membuat hubungan saya dengan orang lain tidak baik. Mohon diperbaiki ke depannya.,0
"Dari pemesanan sampai pengiriman membutuhkan waktu cukup lama sampai 3 hari baru di kirim. Packing selama itu?? Mungkin pesanan banyak tapi merchant lain pun sama kayaknya. Padahal kalo di lihat dari tracknya sehari aja udah sampai, barang yang biasanya saya pesan normal diterima 1-2 hari ini bisa seminggu.",0
"Udah order ternyata stok ga tersedia,  harusnya klo ga ada jangan dulu di pasang di etalasee",0
..................................,0
"sakit pake di kaki, lecet.",0
sepatunya berbeda dengan fotonya ..... tingkatkan profesionalisme agar tidak memalukan sebagai official store bata,0
"Kulit sepatu ada yg sedikit sobek, bagian pita hampir copot",0
Pesen julio dikirimnya evoluti,0
"Kecewa, Sepatu baru dipake jalan 1x jangka waktu 1 jam tali putus... 
bahan kulit juga tidak mulus ada lem2",0
Hmm gimana ya :) parah si,0
Kecewa banget pilih ukuran dewasa no 38 malah dikirim no 5 ukuran anak,0
Produk jelek dipakai tapaknya lepas,0
"Kecewa berat !!!
1. Respon penjual sangat lama, kurang dari 1 jam sebelum auto cancel, resi baru diinput
2. Diminta penggantian Size via chat, dijawab &#34;Iya&#34; tapi ternyata tidak diganti.
3. Mengganti kurir tanpa pemberitahuan terlebih dahulu, akibatnya saya kena charge lebih dan satu barang tidak jadi dikirim untuk mengganti kelebihan ongkos kirim.
4. Salah penulisan alamat, sehingga paket misroute sampai 2 kali.
5. Ketika diminta menghubungi kurir untuk merevisi alamat, hanya dijawab &#34;kami cek dulu&#34; lalu menghilang !!! 
Saya akan ubah feedback ini jika ada tanggung jawab anda untuk menyelesaikan masalah ini !!!",0
"Kecewa, barang blm sampai...............",0
"GAN, KALAU PACKING YG BENER AJA DONG. MASA KERTAS NYA ROBEK! KECEWA",0
"Official Brand Bata menjual barang reject tanpa keterangan, sangat mengecawakan..",0
"barang sudah di terima, size gk sesuai.
minta tuker ,malah gk di kasih alamat nya.",0
"saya, blm nerima barang nya Sandal Bata obama no 41, sudah saya upayakan, diskusi ke toped, saya suruh mengaupload foto barang, gmn mo foto, nerima barang nya aja enggk, mohon di cek lagi transaksi atas nama may ahmada umbara, tasikmalaya, satu invoice dg pesanan saya ke sandal anak bubblegumers, transaksi sudah selesai tp saya gk nerima barang dari toko ini, silahkan cek transaksi nya, no resi pun tidak pernah saya terima.terimakasih.",0
"Ukurannya lebih besar dari deskripsi dan sendal pd umumnya. Di catatan toko tertulis kebijakan tukar ukuran bisa. Tpi kenyataannya pelayanan SO BAD!!! klo mmg gk bisa tukar, blg dri awal gpp. Ini malah di kacangin!! SO BAD!!!",0
minta tahu dikirim tempe...!,0
"Order pakai Jnt tapi dikirim pakai POS 
Barang sesuai pesanan dan packing rapi.
Terimakasih",0
"APA YANG MAU SAYA ULAS, PRODUK INI TIDAK JADI DIKIRIM OLEH PENJUAL, !!!

Kecewa berat !!!
1. Respon penjual sangat lama, kurang dari 1 jam sebelum auto cancel, resi baru diinput
2. Diminta penggantian Size via chat, dijawab &#34;Iya&#34; tapi ternyata tidak diganti.
3. Mengganti kurir tanpa pemberitahuan terlebih dahulu, akibatnya saya kena charge lebih dan satu barang tidak jadi dikirim untuk mengganti kelebihan ongkos kirim.
4. Salah penulisan alamat, sehingga paket misroute sampai 2 kali.
5. Ketika diminta menghubungi kurir untuk merevisi alamat, hanya dijawab &#34;kami cek dulu&#34; lalu menghilang !!! 
Saya akan ubah feedback ini jika ada tanggung jawab anda untuk menyelesaikan masalah ini !!!",0
"Saya kecewa dan kesel banget sama official store bata. Beli sandal nomor 42 yg dikirim malah nomor 40. Pantes aja gak muat pas di coba. Katanya ada nomor 42 pas saya chat. Saya kira gak ada masalah dalam pengiriman barang, ternyata ada. Mana udah terlanjut klik &#34;selesai&#34; sebelum paket dibuka krn mikirnya gak ada masalah. Tolong ya tanggung jawabnya sbg penjual ini sandalnya. Tks.",0
"pemakaian satu hari , bisa jebol begini ?",0
Kayak sepatu bekas sudah mengelupas..,0
Barang reject dijual murah.. payah diskonnya nipu. Kapok beli Bata di online,0
"Barang tidak sesuai dengan deskripsinya, packing asal2an (kardus sobek)",0
Ukurannya tdk sesuai dengan keterangan jd sandalnya kurang besar 1 nomer diatasnya walau sampainya cepat.....,0
"Minta 45, malah kasih 43.",0
Ukuran yang di  minta tidak sesuai.,0
5 tahun saya member BATA dan saat ini saya sangat kecewa dengan pelayanan BATA Ecommerce. sungguh buruk !!!!,0
Produk out of stock dipakai nomor resi produk pengiriman sebelumnya. Saya sampai curiga sama tetangga dan kurir JNE. Memang sudah dikasih barang pengganti tapi tetap saja ketidak telitian kalian membuat hubungan saya dengan orang lain tidak baik. Mohon diperbaiki ke depannya.,0
"barang salah kirim
ongkos kirim bolak balik nya sama kyk harga spatu nya
jadi terima aja deh",0
"Produk memang sesuai deskripsi,tp pengiriman 26 hr bru sampai stelah bbrp kli teguran...ekspektasi bs unt lebaran,tp kenyataannya ga bgt.",0
Dos dan packing ancur parah,0
"saya pesan warna putih tapi yang dikirim warna abu, tolong lebih teliti dan mengecek barang sebelum dikirim.",0
